par^c^100.0000000000
lon^c^99.5550996263
nyc^c^94.2463208244
chi^c^77.2893112047
ord^a^67.7894169511
atl^a^67.3973373346
atl^c^67.3973373346
cdg^a^65.9687109861
mow^c^58.8830717365
dfw^c^56.9302688307
was^c^56.4352783951
mad^c^53.7616605208
tyo^c^53.2591500770
dfw^a^52.3722052881
fra^c^52.2112538870
fra^a^52.1637369909
yto^c^50.5186184751
lhr^a^50.4927787006
sao^c^49.1236699732
ist^c^48.9197653170
sha^c^48.8797722168
bjs^c^47.8000018163
lax^a^47.4316481399
lax^c^47.4316481399
hou^c^47.1282103646
syd^a^46.8265138248
syd^c^46.8265138248
pek^a^45.9717409870
mad^a^45.5291261842
den^a^44.2581967673
den^c^44.2581967673
ams^c^42.3789665858
ams^a^42.3350977379
iah^a^41.6699268619
bog^a^41.2495674882
yyz^a^40.9927901265
muc^c^39.3120703380
muc^a^39.2965511492
ist^a^39.2633124414
clt^a^38.3723912453
clt^c^38.3723912453
dxb^c^37.9609370274
dxb^a^36.8223996649
sea^c^36.2791430264
del^a^36.1377348308
sin^a^35.8488852161
sin^c^35.8488852161
kul^c^34.6734409010
cph^c^34.4842729173
bkk^c^34.2991377441
hkg^a^34.0484883903
hkg^c^34.0484883903
ewr^a^33.5803339988
rom^c^33.4677876912
sea^a^33.1289764567
phl^c^33.0019212225
msp^a^32.9999397582
msp^c^32.9999397582
cgk^a^32.9245346874
jkt^c^32.9245346874
sel^c^32.6704248198
mel^c^32.5086983633
bne^a^32.4976931866
bne^c^32.4976931866
sto^c^32.4742836773
jfk^a^32.3351767064
dtt^c^32.3105754842
jnb^c^32.2123873828
sfo^a^32.2019502914
sfo^c^32.2019502914
mel^a^32.0335366243
hnd^a^32.0044161524
dtw^a^31.7397999746
kul^a^31.6952619037
bkk^a^31.2443602408
phl^a^31.1230776837
cph^a^30.8001334114
jnb^a^30.7196531006
mil^c^30.0978336444
bom^a^29.5664381048
mex^c^28.9958897718
lga^a^28.9820195166
fco^a^28.9201584796
pvg^a^28.7460713875
ppt^a^28.7150783691
phx^c^28.4515513642
ymq^c^28.4504413385
phx^a^28.3672315126
mex^a^28.3583394553
mia^a^28.2800291344
mia^c^28.2800291344
bcn^c^27.9365828117
can^a^27.9251293677
dme^a^27.6387975734
anc^a^27.6237582758
anc^c^27.6237582758
yvr^c^27.0536205022
yvr^a^27.0105075293
mnl^a^26.4550955295
mnl^c^26.4550955295
arn^a^25.6451216657
osl^c^25.5858448313
gru^a^25.5134751094
bru^c^25.4232847162
bcn^a^25.3773943627
bue^c^25.2589395983
vie^a^25.1382789256
vie^c^25.1382789256
zrh^c^25.0652144846
rio^c^25.0197155290
zrh^a^24.9920310676
ber^c^24.9106090612
bos^a^24.8757489807
bos^c^24.8757489807
qyg^a^24.7101539285
lgw^a^24.0574469485
ory^a^23.7136415256
osl^a^23.6780336392
yul^a^22.6171284146
iad^a^22.1235724744
icn^a^21.9615768948
slc^a^21.6543900216
akl^a^21.5474875729
akl^c^21.5474875729
lim^a^21.5059363830
las^c^21.4679255589
dca^a^21.4654364064
pom^a^21.3912265492
dus^c^21.2681672231
dus^a^21.2611843515
akn^a^21.2104739596
las^a^20.8816627084
bru^a^20.6501964622
nrt^a^20.6462842646
sha^a^20.5799820901
osa^c^20.3655621090
svo^a^20.2022408476
tpe^c^19.9688438145
nbo^c^19.8763237925
jed^a^19.7297051438
ktm^a^19.6495015236
yyc^a^19.6169537502
doh^a^18.9472833103
doh^c^18.9472833103
bet^a^18.6631741674
bet^c^18.6631741674
thr^c^18.6210108847
ruh^a^18.3172610023
hel^c^18.2432589238
sgn^a^18.1617914477
ath^a^17.9633425548
cgh^a^17.8881692942
orl^c^17.7606576202
ctu^a^17.7546162907
ctu^c^17.7546162907
hel^a^17.7403500156
mco^a^17.7203773384
aep^a^17.4838951801
bsb^a^16.9910972584
cai^a^16.2513732878
lis^a^16.2149611202
lis^c^16.2149611202
pty^c^15.8738977530
nce^a^15.8712712008
thr^a^15.7307012614
nbo^a^15.5469814513
txl^a^15.4104048956
mxp^a^15.3919560480
per^a^15.2737031553
per^c^15.2737031553
szx^a^15.2572511183
szx^c^15.2572511183
tpe^a^15.2430990728
fll^a^14.8346926174
fll^c^14.8346926174
sia^c^14.8025745848
xiy^a^14.8025745848
ham^c^14.8000555560
led^a^14.7658544499
led^c^14.7658544499
ham^a^14.7450610294
gva^a^14.6301076078
add^a^14.6238673195
cpt^a^14.6196319455
kmg^a^14.5148086032
bah^a^14.5104708413
auh^c^14.3098360140
gig^a^14.3028631714
pdx^a^14.1778718118
yow^c^14.0760343686
jnu^a^14.0292622586
lys^c^13.9861297127
mma^c^13.9770841538
scl^a^13.9316526028
scl^c^13.9316526028
los^a^13.8995101676
auh^a^13.8750836697
bwi^a^13.7388320357
urc^a^13.6055259680
bhz^c^13.5582520398
hnl^a^13.3719011453
hnl^c^13.3719011453
cle^a^13.3677248098
cle^c^13.3677248098
hir^a^13.3307604807
dps^a^13.1316717241
fai^a^13.1013007040
fai^c^13.1013007040
ccu^a^13.0894985551
maa^a^13.0063017103
cts^a^12.9226397911
spk^c^12.9226397911
pmi^a^12.8653714886
wlg^a^12.8216278310
otz^a^12.6054972497
man^a^12.5250763375
man^c^12.5250763375
prg^a^12.4805645917
prg^c^12.4805645917
fuk^a^12.3825322790
ccs^a^12.3219338133
upg^a^12.2557032549
adl^a^12.2123843894
adl^c^12.2123843894
stl^a^12.1509312547
stl^c^12.1509312547
pty^a^12.0989444865
iev^c^12.0642749046
waw^a^12.0098853441
vko^a^11.9345958369
cns^a^11.9060354729
vli^a^11.7983041358
san^c^11.7574034901
ckg^a^11.7332144838
yea^c^11.6699201838
lys^a^11.6187976671
sub^a^11.6042669778
alg^a^11.6011659310
han^a^11.3746521883
san^a^11.3533215758
kbp^a^11.3306758332
chc^a^11.2966186438
yeg^a^11.2546189519
hgh^a^11.2067844905
ome^a^11.1882842692
blr^a^11.1742284485
sdu^a^11.1631336184
gmp^a^11.1551291856
khi^a^11.0965683759
yow^a^11.0319752205
cnf^a^10.9531533040
poa^a^10.8266400704
kwi^a^10.7286018087
kix^a^10.6581365310
yxl^a^10.6003239771
str^c^10.5158099717
ywg^c^10.4845741057
yev^a^10.3551986096
uio^a^10.2308541508
mem^a^10.1706427279
mem^c^10.1706427279
saw^a^10.1027341363
sju^a^10.0997700000
sju^c^10.0997700000
str^a^10.0905550156
xjy^a^10.0850758697
mhd^a^10.0797041657
abv^a^10.0715349296
vce^c^9.9589097693
mrs^c^9.9584738313
mdw^a^9.9295425372
tpa^c^9.9270210014
tpa^a^9.8973770624
cwb^a^9.8069077681
cwb^c^9.8069077681
ywg^a^9.7291976166
tls^a^9.7197101817
dub^a^9.6756341012
tlv^c^9.6443026590
yzf^a^9.5455381752
cju^a^9.5191635020
cju^c^9.5191635020
rdu^a^9.4634467652
cvg^c^9.4426999442
mct^a^9.3803518987
mao^a^9.3392061193
hyd^c^9.3266078067
hyd^a^9.2446909136
mde^c^9.2330858252
lin^a^9.2322020616
xmn^a^9.2009453699
sjo^c^9.2007371431
cgn^c^9.1994518078
dar^a^9.1483861976
cvg^a^9.1199075095
ank^c^9.0346031777
esb^a^9.0035718011
tlv^a^8.9937227343
oka^c^8.9609614461
oka^a^8.9596128506
buh^c^8.8993337731
otp^a^8.8993337731
bna^a^8.8912523385
cun^a^8.8795349196
ssa^a^8.8098973196
nan^a^8.6764170824
mrs^a^8.6671819212
mes^a^8.6093800257
mkc^c^8.5702205167
mci^a^8.5670442891
eap^c^8.5474324719
kcl^c^8.4566726289
edi^a^8.3130592883
edi^c^8.3130592883
itm^a^8.2997974856
dur^a^8.2349729986
dur^c^8.2349729986
yqb^c^8.2346507227
pit^a^8.2258493815
pit^c^8.2258493815
eze^a^8.2213256789
rgn^a^8.2076879607
nkg^a^8.2042259905
cgn^a^8.2009632460
ceb^a^8.1679600113
cbr^a^8.1580438273
tnr^a^8.0670977589
bgo^a^8.0611781113
bgo^c^8.0611781113
dlc^a^8.0414503143
sjo^a^8.0377095336
vce^a^7.9966166959
cas^c^7.9510011047
cmn^a^7.9510011047
gdl^a^7.9022165644
ngo^c^7.8696762976
myy^a^7.8562679492
agp^c^7.8487873923
bob^a^7.8283236074
mvd^a^7.7540644733
mvd^c^7.7540644733
tao^a^7.7529671801
csx^a^7.7463682054
csx^c^7.7463682054
blq^c^7.6843999209
wuh^a^7.6471119210
lad^a^7.6315916438
dac^a^7.5867938699
shj^a^7.5733304353
yhz^c^7.5583061370
lcy^a^7.5417641824
xfr^a^7.5346865033
rix^a^7.5147597607
rix^c^7.5147597607
acc^a^7.5146707073
xoc^a^7.4603032505
ind^a^7.4525985843
amm^a^7.4525012843
amm^c^7.4525012843
dlg^a^7.4431895355
bel^a^7.4367905004
clo^a^7.4318256107
son^a^7.4257780729
dmm^c^7.4051925686
ngo^a^7.3377951220
ktn^a^7.2354631832
ktn^c^7.2354631832
cmh^c^7.2339626604
cmh^a^7.2248504121
bud^a^7.1934603600
bud^c^7.1934603600
gye^a^7.1810931095
nou^c^7.1640611889
ogg^a^7.1269747496
ayt^a^7.1266427058
pus^a^7.1175398696
gla^c^7.0997368245
yhz^a^7.0996951926
gla^a^7.0746655292
yfb^a^7.0594049953
tci^c^7.0558342824
bki^a^7.0292498772
bki^c^7.0292498772
bhx^a^7.0168009322
bhx^c^7.0168009322
lpa^a^7.0146019131
nas^a^6.9775286008
nas^c^6.9775286008
aus^a^6.9631097969
aus^c^6.9631097969
rfp^a^6.9046993641
ytz^a^6.8057389544
abz^a^6.8055867460
abz^c^6.8055867460
uln^a^6.7326116394
hrb^a^6.7211065438
agp^a^6.7009169708
ena^a^6.6983672046
cmb^c^6.6171086477
vcp^a^6.6145880910
sat^a^6.5737854087
sat^c^6.5737854087
mke^a^6.5734709235
mke^c^6.5734709235
tos^a^6.5647126717
bey^a^6.4984679855
sfj^a^6.4554751603
mty^a^6.4501752177
mty^c^6.4501752177
hkt^a^6.4170883669
dmm^a^6.3707635341
cmb^a^6.3579794550
mde^a^6.3474186669
ala^a^6.3392041233
ool^a^6.3131843092
sxm^a^6.3017193516
bze^c^6.3007595539
boo^a^6.2738391663
sac^c^6.2279161913
smf^a^6.2279161913
krt^a^6.1897638655
bsl^a^6.1834255873
adb^a^6.1829364568
izm^c^6.1829364568
haj^a^6.1726928098
haj^c^6.1726928098
trd^a^6.1640467641
trd^c^6.1640467641
msy^a^6.1506574497
msy^c^6.1506574497
nte^c^6.1034072050
yqt^a^6.0917635800
got^c^6.0890591709
rec^a^6.0446057842
flr^c^6.0240202563
got^a^6.0153028252
abq^a^6.0138052356
bfs^c^6.0057372833
rek^c^5.9876131206
tdd^a^5.9786764269
she^a^5.9678418963
sna^a^5.9459286527
sna^c^5.9459286527
bpn^a^5.9183130318
hou^a^5.9045647634
nap^c^5.9008815318
bod^c^5.8946820002
cgo^a^5.8854112690
syz^a^5.8758475874
lpb^a^5.8441007912
ber^a^5.8203063936
tun^a^5.8183377266
gea^a^5.7998061219
svg^a^5.7585371121
svg^c^5.7585371121
kch^a^5.7173005651
kch^c^5.7173005651
srz^c^5.7043360248
alc^c^5.6927080933
tll^c^5.6828510578
lil^c^5.6799900437
sjc^a^5.6758459530
sjc^c^5.6758459530
syx^a^5.6625964561
yqb^a^5.6577783664
mle^a^5.6561215317
tas^a^5.6464455948
gzo^a^5.6434098878
pen^a^5.6029070309
pen^c^5.6029070309
zep^a^5.5767722356
drw^a^5.5457685097
drw^c^5.5457685097
goh^a^5.4854876956
vlc^c^5.4596057885
gau^a^5.4336429729
yyr^a^5.4099410506
bio^a^5.4019975378
bio^c^5.4019975378
oak^a^5.3828202979
oak^c^5.3828202979
bdl^a^5.3699442374
hfd^c^5.3699442374
kwe^a^5.3224551063
hav^a^5.3213639204
isb^a^5.2787775272
tsv^a^5.2728587419
hom^a^5.2409835491
for^a^5.2401742100
svx^a^5.2309876414
lun^a^5.2177393284
tsn^a^5.2002125227
tsn^c^5.2002125227
tll^a^5.1897153234
adq^a^5.1858505427
adq^c^5.1858505427
buf^a^5.1775787036
buf^c^5.1775787036
tsa^a^5.1720260024
vix^a^5.1466392909
lae^a^5.0679848296
nue^a^5.0483918441
nue^c^5.0483918441
gyn^a^5.0401675558
cgb^a^5.0329394384
mpm^a^5.0128190824
dal^a^5.0043448033
fyu^a^4.9962741241
ltn^a^4.9857921877
cok^a^4.9693750171
pos^a^4.9593489508
mfm^a^4.9486107633
mfm^c^4.9486107633
wdh^c^4.9255092699
lhe^a^4.9177069282
yrt^a^4.8998300251
sou^a^4.8612799662
jav^a^4.8270307871
ani^a^4.8150540064
yyj^c^4.8002050876
hak^a^4.7821810961
wil^a^4.7756236019
ebb^a^4.7487802321
yrl^a^4.7303088216
suv^a^4.7179923971
bod^a^4.7083427468
rar^a^4.7045190328
xfp^a^4.6969950195
nap^a^4.6887971688
kbl^a^4.6731600896
yvp^a^4.6547090300
yyt^a^4.6414796857
jax^a^4.6193711487
jax^c^4.6193711487
alc^a^4.6124097156
blq^a^4.6095361352
tfn^a^4.6035647468
beg^a^4.5936842958
beg^c^4.5936842958
sxf^a^4.5724602935
ric^a^4.5686599255
ric^c^4.5686599255
het^a^4.5512513916
stt^c^4.5411809991
opo^a^4.5345343661
opo^c^4.5345343661
kgl^a^4.5116559132
